PrivateBoysvsPrivateBoys,PrivateBoysvsPublicBoys,PrivateBoysvsPrivateGirls,PrivateBoysvsPublicGirls,PublicBoysvsPrivateBoys,PublicBoysvsPublicBoys,PublicBoysvsPrivateGirls,PublicBoysvsPublicGirls,PrivateGirlsvsPrivateBoys,PrivateGirlsvsPublicBoys,PrivateGirlsvsPrivateGirls,PrivateGirlsvsPublicGirls,PublicGirlsvsPrivateBoys,PublicGirlsvsPublicBoys,PublicGirlsvsPrivateGirls,PublicGirlsvsPublicGirls
0.48404255319148937,0.43103448275862066,0.4627659574468085,0.3879310344827586,0.5689655172413793,0.4946808510638298,0.4887640449438202,0.44285714285714284,0.5212765957446809,0.5112359550561798,0.48823529411764705,0.358974358974359,0.6120689655172413,0.55,0.6410256410256411,0.5
